#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;ITALIAN;;;;;;;;x
AIREASON_CAN_PAY_OWN_RANSOM;§Y[GetTitledFirstName]§! can afford [GetHerHis] own ransom;§Y[GetTitledFirstName]§! peut payer sa propre rançon;§Y[GetTitledFirstName]§! Kann [GetHerHis] Lösegeld selbst zahlen;;§Y[GetTitledFirstName]§! puede permitirse su propio rescate;§Y[GetTitledFirstName]§! può permettersi il proprio riscatto;;;;;;;;x
EVTDESC62006;An outbreak of disease in the camps outside the walls of §Y[From.Siege.GetName]§! has killed many of the besiegers.;Une épidémie sévit dans le campement assiégeant à §Y[From.Siege.GetName]§!. De nombreux assiégeants en ont péri.;Eine Seuche vor den Toren bei §Y[From.Siege.GetName]§! hat viele Soldaten der Belagerungsarmee dahingerafft.;;El brote de una enfermedad en los campamentos fuera de la muralla de §Y[From.Siege.GetName]§! ha acabado con muchos sitiadores.;Un epidemia negli accampamenti fuori dalle mura di §Y[From.Siege.GetName]§! ha ucciso un gran numero di assedianti.;;;;;;;;x
EVTDESC62007;Large numbers of the famished defenders of §Y[From.Siege.GetName]§! have succumbed to starvation.;De nombreux défenseurs affamés de §Y[From.Siege.GetName]§! ont succombé à la famine.;Eine große Zahl der ausgehungerten Belagerten bei §Y[From.Siege.GetName]§! ist an Entkräftung gestorben.;;Muchos defensores famélicos de §Y[From.Siege.GetName]§! han muerto de hambre.;Un gran numero di difensori affamati di §Y[From.Siege.GetName]§! è morto per la fame.;;;;;;;;x
EVTDESC62008;Food and supplies have been smuggled into §Y[From.Siege.GetName]§!, increasing the morale of the defenders.;Des vivres et du matériel ont pu être acheminés en secret à §Y[From.Siege.GetName]§!, ce qui augmente le moral des défenseurs.;Schmuggler haben den Belagerten bei §Y[From.Siege.GetName]§! Essen und Vorräte beschafft. Die Moral der Verteidiger ist gestiegen.;;Se han introducido alimentos y provisiones de contrabando en §Y[From.Siege.GetName]§!, lo que ha subido la moral a los defensores.;Cibo e rifornimenti sono stati fatti entrare di nascosto a §Y[From.Siege.GetName]§!, aumentando il morale dei difensori.;;;;;;;;x
EVTDESC62009;Bandits have raided the siege camps outside §Y[From.Siege.GetName]§!, killing many of the besieging soldiers.;Des pillards ont attaqué les camps des assiégeants de §Y[From.Siege.GetName]§!, causant la mort de nombreux soldats.;Banditen überfielen die Belagerungsarmee bei §Y[From.Siege.GetName]§! und töteten viele Soldaten.;;Bandidos han atacado los campamentos sitiados fuera de §Y[From.Siege.GetName]§! y han acabado con la vida de muchos soldados sitiadores.;I banditi hanno saccheggiato gli accampamenti all'esterno di §Y[From.Siege.GetName]§!, uccidendo molti dei soldati assedianti.;;;;;;;;x
EVTDESC62010;Tuscan raiders have attacked the siege camps outside §Y[From.Siege.GetName]§!, killing many of the besieging soldiers.;Des pillards toscans ont attaqué les camps des assiégeants de §Y[From.Siege.GetName]§!, causant la mort de nombreux soldats.;Berittene Plünderer überfielen die Belagerungsarmee bei §Y[From.Siege.GetName]§! und töteten viele Soldaten.;;Invasores toscanos han atacado los campamentos sitiados fuera de §Y[From.Siege.GetName]§! y han acabado con la vida de muchos soldados sitiadores.;Dei saccheggiatori Toscani hanno attaccato gli accampamenti all'esterno di §Y[From.Siege.GetName]§!, uccidendo molti dei soldati assedianti.;;;;;;;;x
EVTDESC62040;Tuscan raiders have attacked the siege camps outside §Y[From.Siege.GetName]§!, but they were startled by a surprise counter attack.;Des pillards toscans ont tenté d'attaquer le camp assiégeants §Y[From.Siege.GetName]§! mais ils ont été surpris par la contre-attaque.;Berittene Plünderer überfielen die Belagerungsarmee bei §Y[From.Siege.GetName]§!, doch sie wurden von einem überraschenden Gegenangriff zurückgeschlagen.;;Invasores toscanos han atacado los campamentos sitiados fuera de §Y[From.Siege.GetName]§!, pero se han visto sorprendidos por un contraataque.;Dei saccheggiatori Toscani hanno attaccato gli accampamenti all'esterno di §Y[From.Siege.GetName]§!, ma sono stati sorpresi da un contrattacco.;;;;;;;;x
EVTDESC62011;Encouraged by a holy omen, the emboldened Christian defenders of §Y[From.Siege.GetName]§! caused havoc on the pagan siege lines in a daring raid.;Encouragés par de pieuses paroles, les défenseurs chrétiens de §Y[From.Siege.GetName]§! ont semé la mort et la destruction dans les rangs des assiégeants païens lors d'un raid audacieux.;Ermutigt von heiligen Omen haben die christlichen Verteidiger von §Y[From.Siege.GetName]§! durch einen verwegenen Überfall für großes Chaos in den heidnischen Belagererungslinien gesorgt.;;Alentados por un presagio sagrado, los envalentonados defensores cristianos de §Y[From.Siege.GetName]§! hicieron estragos en las líneas sitiadoras paganas durante un arriesgado ataque.;Incoraggiati da un presagio sacro, gli imbaldanziti difensori Cristiani di §Y[From.Siege.GetName]§! hanno seminato il panico fra le linee degli assedianti pagani durante un'audace sortita.;;;;;;;;x
EVTDESC62012;After finding a holy relic, the emboldened Christian defenders of §Y[From.Siege.GetName]§! caused havoc on the Muslim siege lines in a daring raid.;Suite à la découverte d'une relique sacrée, les défenseurs chrétiens de §Y[From.Siege.GetName]§! ont dévasté les rangs des assiégeants musulmans lors d'un raid audacieux.;Ermutigt durch den Fund einer heiligen Reliquie haben die christlichen Verteidiger von §Y[From.Siege.GetName]§! durch einen verwegenen Überfall für großes Chaos in den muslimischen Belagerungslinien gesorgt.;;Tras hallar una reliquia santa, los envalentonados defensores cristianos de §Y[From.Siege.GetName]§! hicieron estragos en las líneas sitiadoras musulmanas durante un arriesgado ataque.;Dopo aver trovato una sacra reliquia, gli imbaldanziti difensori Cristiani di §Y[From.Siege.GetName]§! hanno seminato il panico fra le linee degli assedianti Musulmani durante un'audace sortita.;;;;;;;;x
EVTDESC62013;A Sufi mystic has heartened the Muslim defenders of §Y[From.Siege.GetName]§!, and they have inflicted severe losses on the besieging infidels.;Un mystique soufi a encouragé les défenseurs musulmans de §Y[From.Siege.GetName]§! et ils ont infligé de lourdes pertes aux infidèles assiégeants.;Ein Sufi-Mystiker flößte den muslimischen Verteidigern bei §Y[From.Siege.GetName]§! neuen Mut ein, und ihr Gegenangriff auf die belagernden Ungläubigen forderte viele Opfer.;;Un místico sufí ha animado a los defensores musulmanes de §Y[From.Siege.GetName]§! y éstos han causado muchas bajas entre los infieles sitiadores.;Un mistico Sufista ha rincuorato i difensori Musulmani di §Y[From.Siege.GetName]§!, ed essi hanno inflitto gravi perdite agli infedeli assedianti.;;;;;;;;x
repay_money_jews;Repay the [Root.GoldOwedToJews]¤ loan;Rembourser notre dette de 350¤;Den Kredit von 350¤ zurückzahlen;;Devolver el préstamo de 350¤;Restituisci il prestito di [Root.GoldOwedToJews]¤;;;;;;;;x
asked_for_excommunication;Asked for excommunication;A demandé une excommunication;Bat um Exkommunikation;;Solicitud de excomunión;Richiesta la scomunica;;;;;;;;x
asked_to_lift_excommunication;Asked to lift excommunication;A demandé la levée d'une excommunication;Bat um Aufhebung der Exkommunikation;;Solicitud de levantar excomunión;Richiesta di rimuovere la scomunica;;;;;;;;x
asked_for_invasion;Asked for invasion;A demandé une invasion;Bat um Invasion;;Solicitud de invasión;Richiesta d'invasione;;;;;;;;x
asked_for_divorce;Asked for divorce;A demandé un divorce;Bat um Scheidung;;Solicitud de divorcio;Richiesta di divorzio;;;;;;;;x
INTERACTION_REQUIRES_RELIGIOUS_INVESTITURE;Requires Papal Investiture;Requiert l'investiture papale;Päpstliche Investitur nötig;;Requiere Investidura papal;Richiede l'Investitura Papale;;;;;;;;x
NOMINATE_BISHOP_TO_POPE_INTERACTION_TITLE;Nominate Bishop;Nommer un évêque;Bischof nominieren;;Nombrar Obispo;Nomina un Vescovo;;;;;;;;x
NOMINATE_BISHOP_TO_POPE_INTERACTION_DESC;Ask §Y[Actor.RelHead.GetTitledFirstName]§W to choose your selected courtier as the next bishop for one of your churches. This will cost you Piety.;Demander au §Y[Actor.RelHead.GetTitledFirstName]§W de choisir votre favori comme prochain évêque pour l'une de vos églises. Cet acte vous coûtera de la piété.;Bittet §Y[Actor.RelHead.GetTitledFirstName]§W darum, den gewählten Höfling als nächsten Bischof einer Eurer Kirchen einzusetzen. Dies kostet Euch Pietät.;;Solicitar a §Y[Actor.RelHead.GetTitledFirstName]§W que elija a vuestro cortesano como próximo obispo de una de vuestras iglesias. Os costará Piedad.;Chiedi a §Y[Actor.RelHead.GetTitledFirstName]§W di scegliere il tuo cortigiano designato come prossimo Vescovo in una delle tue diocesi. Questo ti costerà Pietà.;;;;;;;;x
NOMINATE_BISHOP_TO_POPE_INTERACTION_ACCEPT_SETUP;Request for Bishop Nomination Accepted;Requête de candidature à l'évêché acceptée;Die Bitte um Nominierung eines Bischofs wurde gewährt;;Solicitud de nombramiento de Obispo aceptada;Richiesta per la Nomina di un Vescovo Accettata;;;;;;;;x
NOMINATE_BISHOP_TO_POPE_INTERACTION_ACCEPT_LOG;§Y[Actor.GetBestName]§W nominated a bishop to §Y[Recipient.GetBestName]§W;[Actor.Get_only_Le_Title]§Y[Actor.GetBestName]§W a nommé un évêque [Recipient.Get_only_au_Title]§Y[Recipient.GetBestName]§W, comme demandé;§Y[Actor.GetBestName]§W nominierte einen Bischof für §Y[Recipient.GetBestName]§W.;;§Y[Actor.GetBestName]§W ha nombrado un obispo para §Y[Recipient.GetBestName]§W;§Y[Actor.GetBestName]§W ha nominato un Vescovo per §Y[Recipient.GetBestName]§W;;;;;;;;x
NOMINATE_BISHOP_TO_POPE_INTERACTION_DECLINE_SETUP;Request for Bishop Nomination Declined;Requête de candidature à l'évêché refusée;Die Bitte um Nominierung eines Bischofs wurde ausgeschlagen;;Solicitud de nombramiento de Obispo rechazada;Richiesta per la Nomina di un Vescovo Rifiutata;;;;;;;;x
NOMINATE_BISHOP_TO_POPE_INTERACTION_DECLINE_LOG;§Y[Actor.GetBestName]§W nominated a bishop to §Y[Recipient.GetBestName]§W;[Actor.Get_only_Le_Title]§Y[Actor.GetBestName]§W a nommé un évêque [Recipient.Get_only_au_Title]§Y[Recipient.GetBestName]§W;§Y[Actor.GetBestName]§W nominierte einen Bischof für §Y[Recipient.GetBestName]§W.;;§Y[Actor.GetBestName]§W ha nombrado un obispo para §Y[Recipient.GetBestName]§W;§Y[Actor.GetBestName]§W ha nominato un Vescovo per §Y[Recipient.GetBestName]§W;;;;;;;;x
NOMINATE_BISHOP_TO_POPE_INTERACTION_OFFER;[Actor.GetBestName] has presented a nomination for bishopric to us!;[Actor.Get_only_Le_Title][Actor.GetBestName] nous a présenté une demande de candidature à l'évêché;[Actor.GetBestName] ist mit der Nominierung eines Bischofs an uns herangetreten!;;¡[Actor.GetBestName] nos ha presentado un nombramiento de obispado!;[Actor.GetBestName] ci ha presentato una candidatura a Vescovo!;;;;;;;;x
NOMINATE_BISHOP_TO_POPE_INTERACTION_LETTER;Please accept my nomination of this bishop.;Veuillez accepter la nomination de cette évêque.;Bitte akzeptiert die Nominierung dieses Bischofs.;;Por favor, aceptad el nombramiento de este obispo.;Ti prego di accettare la mia candidatura di questo Vescovo.;;;;;;;;x
EVTDESC_SOA_3102;I have accepted your request of nomination for bishopric.;J'ai accepté votre demande de candidature à l'évêché.;Ich habe Euren Gesuch zur Nominierung eines Bischofs angenommen.;;He aceptado vuestra solicitud de nombramiento de obispado.;Ho accettato la tua richiesta di candidatura per il Vescovado.;;;;;;;;x
EVTDESC_SOA_3103;I have refused your request of nomination for bishopric.;J'ai refusé votre demande de candidature à l'évêché.;Ich habe Euren Gesuch zur Nominierung eines Bischofs abgelehnt.;;He rechazado vuestra solicitud de nombramiento de obispado.;Ho rifiutato la tua richiesta di candidatura per il Vescovado.;;;;;;;;x
asked_to_nominate_bishop;Asked to Nominate Bishop;A demandé de nommer un évêque;Bat um Nominierung eines Bischofs;;Solicitud de nombramiento de Obispo;Chiesto di Nominare un Vescovo;;;;;;;;x
SHOW_COLLEGE_OF_CARDINALS;The College of Cardinals;Le Collège des cardinaux;Kardinalskollegium;;El Colegio de Cardenales;Il Collegio dei Cardinali;;;;;;;;x
BACK_TO_RELIGION_VIEW;Back to the Religion View;Retour au menu des religions;Zurück zur Religionsansicht;;Volver a la Vista de religiones;Ritorna alla Scheda della Religione;;;;;;;;x
CAMPAIGN_FUND_CARDINALS_DESC;Money in the Campaign Fund will increase your influence with the Papacy and make your candidate more likely to be elected the next $RULER_TITLE$. You can freely adjust the amount until the next $RULER_TITLE$ is elected, when the Fund will be used up in the election campaign.;L'argent du fonds de campagne sert à accroître l'influence d'un candidat auprès de la papauté et ainsi augmenter ses chances d'être élu $RULER_TITLE$.\nVous pouvez ajuster librement ce montant jusqu'à l'élection du prochain $RULER_TITLE$, moment auquel votre fonds de campagne sera intégralement utilisé.;Das Geld in der Wahlkampfkasse steigert Euren Einfluss beim Papst, sodass Euer Kandidat bessere Chancen auf die Wahl zum $RULER_TITLE$ hat. Ihr könnt den Betrag bis zum Zeitpunkt, an dem der $RULER_TITLE$ gewählt wird, frei verändern. Bei der Wahl wird der Betrag verbraucht.;;El dinero del Fondo para la campaña aumenta vuestra influencia con el Papa y aumenta las probabilidades de que vuestro candidato sea elegido el próximo $RULER_TITLE$. Podéis ajustar libremente la cantidad hasta que se elija al próximo $RULER_TITLE$, cuando se invertirá el Fondo en la campaña de electoral.;Il denaro destinato ai Fondi Elettorali aumenterà la tua influenza nel Papato e le possibilità del tuo candidato di essere eletto prossimo $RULER_TITLE$. Puoi stabilire liberamente la somma fino a quando il $RULER_TITLE$ non sarà eletto, e quindi i Fondi saranno utilizzati nella campagna elettorale.;;;;;;;;x
EVTDESC_SoA_107;Your liege, [From.GetTitledFirstName], has issued a decree calling for the expulsion of all unlanded Jews from the entire realm, citing various grievances committed by them against the Crown.;Votre [From.GetLordLady] lige, [From.Get_le_TitledFirstName], a émis un décret bannissant tous les juifs sans terre du Royaume, justifiant cet acte en listant les divers griefs commis envers la Couronne.;Euer Lehnsherr, [From.GetTitledFirstName], hat verfügt, dass alle Juden ohne Landbesitz das Reich zu verlassen haben. Als Begründung für den Erlass wurden diverse Vergehen gegen die Krone zitiert.;;Vuestro señor, [From.GetTitledFirstName], ha promulgado un decreto que exige la expulsión de todos los judíos del reino, citando varios agravios cometidos contra la Corona.;Il tuo signore, [From.GetTitledFirstName], ha emesso un decreto che ordina l'espulsione di tutti gli Ebrei senza terra dal reame,a causa delle varie ingiustizie che hanno commesso contro la Corona.;;;;;;;;x
EVTOPTA_SoA_107;I see.;Je vois.;Aha.;;Entiendo.;Capisco.;;;;;;;;x
EVTOPTB_SoA_107;Alas, this means my loan cannot be repaid...;Hélas, cela signifie que je ne pourrai pas rembourser mon emprunt !;Tja, dann kann ich ja meine Schulden gar nicht zurückzahlen...;;Vaya, significa que no podré devolver el préstamo…;Ahimè, questo significa che il mio prestito non potrà essere ripagato...;;;;;;;;x
EVTDESC_SoA_108;Your liege, [Root.TopLiege.GetTitledFirstName], has decided to rescind the decree calling for the expulsion of all Jews. They are now once more permitted to live and work within the borders of the realm.;Votre souverain[Root.TopLiege.Get_E], [Root.TopLiege.Get_le_TitledFirstName], a décidé d'annuler le décret bannissant les juifs du Royaume. Ils ont donc de nouveau l'autorisation de vivre et travailler sur vos terres.;Euer Lehnsherr, [Root.TopLiege.GetTitledFirstName], hat beschlossen, den Beschluss zur Vertreibung der Juden außer Kraft zu setzen. Jetzt dürfen sie wieder im Reich leben und Handel treiben.;;Vuestro señor, [Root.TopLiege.GetTitledFirstName], ha decidido anular el decreto que exige la expulsión de todos los judíos. De nuevo pueden vivir y trabajar dentro de las fronteras del reino.;Il tuo signore, [Root.Liege.GetTitledFirstName], ha deciso di abrogare il decreto che ordina l'espulsione degli Ebrei. Essi possono ritornare a vivere e a lavorare nuovamente entro i confini del regno.;;;;;;;;x
EVTOPTA_SoA_300;Fools!;Quels imbéciles !;Dummköpfe!;;¡Tontos!;Idioti!;;;;;;;;x
EVTOPTA_SoA_301;Who needs culture?;La culture ? Et puis quoi encore ?;Wer braucht schon Kultur?;;¿Quién quiere cultura?;Chi ha bisogno della cultura?;;;;;;;;x
EVTOPTA_SoA_302;Must I do everything myself?;Faut-il vraiment que je fasse tout moi-même ?;Muss ich mich denn um alles persönlich kümmern?;;¿Tengo que hacerlo yo todo?;Devo fare tutto da solo?;;;;;;;;x
mutazilite;Mu'tazilite;Mutazilite;Mu'taziliten;;Mu'tazilita;Mu'tazilita;;;;;;;;x
mutazilite_desc;This character is an adherent of the Sunni Mu'tazila school of theology, placing emphasis on rationality, reason and free will.;Ce personnage est un membre de l'école théologique sunnite du mutazilisme, qui met l'accent sur la rationalité, la raison et le libre arbitre.;Diese Person ist ein Anhänger der Mu'tazila, einer Sunni-Theologenschule, deren Fokus auf Rationalität, Vernunft und freiem Willen liegt.;;Este personaje pertenece a la escuela teológica suní Mu'tazili, que hace hincapié en la racionalidad, en la razón y en la voluntad propia.;Questo personaggio aderisce alla scuola di teologia sunnita Mu'tazila, che pone l'enfasi sulla razionalità, la ragione ed il libero arbitrio.;;;;;;;;x
ashari;Ash'ari;Asharite;Aschariya;;Ash'ari;Ash'arita;;;;;;;;x
ashari_desc;This character is an adherent of the Sunni Ash'ari school of theology, placing emphasis on tradition, revelation and occasionalism.;Ce personnage est un membre de l'école théologique sunnite de l'asharisme, qui met l'accent sur la tradition, la révélation et l'occasionnalisme.;Diese Person ist ein Anhänger der Aschariya, einer Sunni-Theologenschule, deren Fokus auf Tradition, Offenbarung und Okkasionalismus liegt.;;Este personaje pertenece a la escuela teológica suní Ash'ari, que hace hincapié en la tradición, la revelación y el ocasionalismo.;Questo personaggio aderisce alla scuola di teologia sunnita Ash'ari, che pone l'enfasi sulla tradizione, la rivelazione e l'occasionalismo.;;;;;;;;x
EVTTOOLTIP_SoA_600;You embrace the Mu'tazila school of theology.;Vous vous joignez à l'école théologique mutazilite.;Ihr verschreibt Euch der Denkweise der Mu'tazila.;;Abrazáis la escuela teológica Mu'tazili.;Aderisci alla scuola di teologia Mu'tazila.;;;;;;;;x
EVTDESC_SoA_600;The Mu'tazila school of theology holds that the Qur'an was created and is not eternal, and that the injunctions of Allah are accessible to rational thought and inquiry. Influenced by this school, the learned and wise men of your realm have become more productive in their scientific pursuits.;Le mutazilisme affirme que le Coran a été créé, qu'il n'est pas éternel et que les injonctions d'Allah sont sujettes à l'analyse et à des pensées rationnelles. Influencés par cette école, les érudits et les sages du royaume sont devenus plus efficaces dans leurs recherches scientifiques.;Den Mu'tazila zufolge wurde der Koran geschaffen und ist nicht von ewigem Charakter. Die Anordnungen Allahs sind durch rationales Denken und Fragen zugänglich. Der Einfluss dieser Schule wirkt sich positiv auf die wissenschaftliche Forschung durch die Gelehrten und Weisen Eures Reiches aus.;;La escuela teológica Mu'tazili mantiene que el Corán fue creado y no es eterno y que los mandamientos de Alá están abiertos al pensamiento racional y a la investigación. Influidos por esta escuela, los hombres instruidos y sabios de vuestro reino resultan más productivos en sus actividades científicas.;La scuola di teologia di Mu'tazila sostiene che il Corano sia stato creato e non sia eterno, e che le ingiunzioni di Allah siano accessibili attraverso il pensiero razionale e le indagini. Influenzati da questa scuola, i dotti e sapienti del tuo regno sono diventati più produttivi nelle loro attività scientifiche.;;;;;;;;x
EVTOPTA_SoA_600;This is the right path.;C'est la bonne voie.;Dies ist der rechte Pfad.;;Este es el camino correcto.;Questa è la giusta via.;;;;;;;;x
EVTTOOLTIP_SoA_601;You embrace the Ash'ari school of theology.;Vous vous joignez à l'école théologique asharite.;Ihr verschreibt Euch der Denkweise der Aschariya.;;Abrazáis la escuela teológica Ash'ari.;Aderisci alla scuola di teologia Ash'ari.;;;;;;;;x
EVTDESC_SoA_601;The Ash'ari school of theology holds that the Qur'an is eternal and exact, that full comprehension of Allah is beyond human understanding and that moral truths can only be taught by means of revelation. The clergy of your realm have fully embraced this school, leading to a surge in religious fervor.;L'école théologique asharite affirme que le Coran est éternel et exact, que la compréhension entière d'Allah est au-delà des capacité l'esprit humain et que les vérités morales ne peuvent être enseignées que par la révélation. Le clergé du pays a pleinement adopté cette école, ce qui entraîne un regain de ferveur religieuse.;Der Aschariya zufolge ist der Koran von ewiger Natur und nicht interpretierbar. Das Verständnis Allahs liegt jenseits des menschlichen Verständnisses und ethische Wahrheiten können allein über Offenbarungen vermittelt werden. Die Priester haben sich vollkommen dieser Schule verschrieben und so erreicht der religiöse Eifer im Lande einen neuen Höhepunkt.;;La escuela teológica Ash'ari mantiene que el Corán es eterno y exacto, que la comprensión total de Alá va más allá del entendimiento humano y que las verdades morales sólo pueden enseñarse mediante la revelación. El clero de vuestro reino ha abrazado íntegramente esta escuela, provocando una oleada de fervor religioso.;La scuola di teologia di Ash'ari sostiene che il Corano sia eterno e testuale, che la piena comprensione di Allah è al di là dell'intelletto umano e che le verità morali possono essere insegnate solo per mezzo della rivelazione. Il clero del tuo regno ha pienamente abbracciato questa scuola, provocando un'ondata di fervore religioso.;;;;;;;;x
embrace_mutazila;Embrace the Mu'tazila School;Rejoindre l'école mutazilite;Verschreibt Euch den Mu'tazila;;Abrazar la escuela Mu'tazili;Aderisci alla Scuola di Mu'tazilita;;;;;;;;x
embrace_mutazila_desc;You embrace Mu'tazila, a Sunni school of theology that emphasizes rationality, reason and free will. This will benefit your research, but members of the opposing Ash'ari school will disapprove.;Vous rejoignez l'école théologique mutazilite, une école de tradition sunnite qui met l'accent sur la rationalité, la raison et le libre arbitre. Cette décision bénéficiera à vos recherches, mais les membres de l'école asharite s'y opposeront et désapprouveront votre choix.;Ihr verschreibt Euch de Mu'tazila, einer Glaubensrichtung des Sunni-Islam, deren Fokus auf Rationalität, Vernunft und freiem Willen liegt. Dies wird die Wissenschaften befördern, doch bei den Anhängern der opponierenden Aschariya für Missfallen sorgen.;;Abrazáis la escuela teológica suní Mu'tazili, que hace hincapié en la racionalidad, en la razón y en la voluntad propia. Esto beneficia vuestra investigación, pero miembros de la escuela contraria Ash'ari lo desaprueban.;Aderisci alla Mu'tazila, una scuola di teologia sunnita che pone l'enfasi sulla razionalità, la ragione ed il libero arbitrio. Questo comporterà dei benefici nella ricerca, ma i membri della rivale scuola di Ash'ari non approveranno.;;;;;;;;x
embrace_ashari;Embrace the Ash'ari School;Rejoindre l'école asharite;Verschreibt Euch der Aschariya;;Abrazar la escuela Ash'ari;Aderisci alla Scuola di Ash'ari;;;;;;;;x
embrace_ashari_desc;You embrace Ash'ari, a Sunni school of theology that emphasizes tradition, revelation and occasionalism. This will increase your piety, but members of the opposing Mu'tazila school will disapprove.;Vous rejoignez l'école théologique asharite, une école de tradition sunnite qui met l'accent sur la tradition, la révélation et l'occasionnalisme. Cette décision augmentera votre piété, mais les membres de l'école mutazilite s'y opposeront et désapprouveront votre choix.;Ihr verschreibt Euch der Aschariya, einer Schule des Sunni-Islam, deren Fokus auf Tradition, Offenbarung und Okkasionalismus liegt. Dies wird sich positiv auf Eure Pietät auswirken, doch bei Anhängern der opponierenden Mu'tazila für Unmut sorgen.;;Abrazáis la escuela teológica suní Ash'ari, que hace hincapié en la tradición, la revelación y el ocasionalismo. Esto beneficia vuestra piedad, pero miembros de la escuela contraria Mu'tazili lo desaprueban.;Aderisci alla Ash'ari, una scuola di teologia sunnita che pone l'enfasi sulla tradizione, la rivelazione e l'occasionalismo. Questo aumenterà la tua pietà, ma i membri della rivale scuola di Mu'tazilita non approveranno.;;;;;;;;x
opinion_rejected_school;Rejected School;École rejetée;Lehnte diese Schule ab;;Escuela rechazada;Scuola Rifiutata;;;;;;;;x
EVTDESC_SoA_603;[From.GetTitledFirstName] is a follower of the Mu'tazila school of theology, which stands in direct opposition to the Ash'ari school which you have pledged yourself to. Perhaps you should have a word with [From.GetHerHim].;[From.Get_Le_TitledFirstName] suit les enseignements de l'école théologique mutazilite, qui s'oppose directement à l'école asharite dont vous faisez partie. Peut-être devriez-vous discuter de tout ceci avec [From.GetLuiElle] ?;[From.GetTitledFirstName] ist ein Anhänger der theologischen Schule der Mu'tazila, die in direkter Opposition zur Aschariya, deren Anhänger Ihr selbst seid, steht. Vielleicht solltet Ihr einmal mit [From.GetTitledFirstName] sprechen.;;[From.GetTitledFirstName] es un discípulo de la escuela teológica Mu'tazili, que se opone de forma directa a la escuela Ash'ari, a la que os habéis encomendado. Quizá debierais tener unas palabras con [From.GetHerHim].;[From.GetTitledFirstName] è un seguace della scuola di teologia di Mu'tazila, che si trova in diretto contrasto con la scuola di Ash'ari di cui fai parte. Forse dovresti scambiare due parole con [From.GetHerHim].;;;;;;;;x
EVTOPTA_SoA_603;Yes, I will enlighten [From.GetHerHim].;Oui, je pourrais l'éclairer.;Ja, ich werde [From.GetHerHim] auf den rechten Weg weisen.;;Sí, [From.GetHerHim] iluminaré.;Sì, illuminerò [From.GetHerHim].;;;;;;;;x
EVTOPTB_SoA_603;No, it is not my concern.;Ce n'est pas mon problème.;Nein, es betrifft mich nicht.;;No, no es problema mío.;No, non è un mio problema.;;;;;;;;x
EVTTOOLTIP_SoA_604;You ask your vassal to switch theological school.;Vous demandez à votre vassal de changer d'école théologique.;Ihr bittet Euren Vasallen darum, die theologische Schule zu wechseln.;;Pedís a vuestro vasallo que cambie de escuela teológica.;Chiedi al tuo Vassallo di cambiare scuola teologica.;;;;;;;;x
EVTDESC_SoA_604;It has come to my attention that you're a follower of the heretical Mu'tazila school. Their tenets and philosophies are an affront to Allah and the teachings of the Prophet (peace be upon him). I urge you instead to embrace the Ash'ari doctrine.\n\nSigned,\n[From.GetTitledFirstName];Il a été porté à mon attention que vous faites partie de l'école hérétique des mutazilites. Leurs postulats et leurs philosophies sont un affront à Allah et aux enseignements du Prophète (que la paix soit avec lui). Je vous enjoins donc de rejoindre la doctrine asharite.\n\nQue le Prophète vous guide,\n[From.GetTitledFirstName];Wie mir zugetragen wurde, Ihr seid ein Anhänger der ketzerischen Denkschule der Mu'tazila. Ihre Lehre und Philosophie sind eine Beleidigung gegenüber Allah und den Lehren des Propheten. Ich muss Euch eindringlichst bitten, in Zukunft der Aschariya zu folgen.\n\nGezeichnet,\n[From.GetTitledFirstName];;Me he enterado de que sois discípulo de la escuela herética Mu'tazili. Sus principios y filosofías son una ofensa para Alá y las enseñanzas del Profeta (en paz descanse). Os exijo que abracéis la doctrina Ash'ari.\n\nFirmado:\n[From.GetTitledFirstName];Ho saputo che sei un seguace della scuola eretica di Mu'tazila. I loro principi e le loro filosofie sono un affronto ad Allah e agli insegnamenti del Profeta (che la Pace sia con lui). Ti esorto invece di abbracciare la dottrina di Ash'ari.\n\nFirmato,\n[From.GetTitledFirstName];;;;;;;;x
EVTOPTA_SoA_604;Yes, perhaps it would be best...;Oui, cela vaut peut-être mieux...;Ja, das wäre vielleicht am besten...;;Sí, puede que sea lo mejor…;Sì, forse sarebbe meglio ...;;;;;;;;x
EVTOPTB_SoA_604;Never!;Jamais !;Niemals!;;¡Nunca!;Mai!;;;;;;;;x
EVTTOOLTIP_SoA_605;You send word that you agree to adopt the Ash'ari school.;Vous faites savoir que vous acceptez de suivre les principes asharites.;Ihr lasst verlauten, dass Ihr einem Wechsel zur Aschariya-Schule zustimmt.;;Enviáis aviso de que aceptáis adoptar la escuela Ash'ari.;Fai sapere che hai deciso di adottare la scuola di Ash'ari.;;;;;;;;x
